,departure_time,arrival_time,distance,duration,days_left,price,origin_airport_capacity,arrival_airport_capacity,origin_GDP,des_GDP,carrier_category,source_city_Chennai,source_city_Hyderabad,source_city_Kolkata,source_city_Mumbai,source_city_New Delhi,destination_city_Chennai,destination_city_Hyderabad,destination_city_Kolkata,destination_city_Mumbai,destination_city_New Delhi
4861,1,4,1304.813446,2.08,30,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4862,2,2,1304.813446,2.08,30,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4863,5,5,1304.813446,2.25,30,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4864,0,2,1304.813446,2.17,30,4210,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4865,1,1,1304.813446,2.17,30,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4866,0,2,1304.813446,2.17,30,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4867,2,5,1304.813446,2.17,30,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4868,5,5,1304.813446,2.17,30,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4869,1,4,1304.813446,2.25,30,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4870,2,2,1304.813446,2.25,30,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4871,2,5,1304.813446,2.33,30,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4872,2,5,1304.813446,2.33,30,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4873,1,1,1304.813446,2.42,30,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4874,2,2,1304.813446,2.67,30,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4875,0,0,1304.813446,2.33,30,4097,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4876,1,4,1304.813446,2.08,30,4630,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4877,4,4,1304.813446,2.17,30,4380,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4878,4,0,1304.813446,2.17,30,4380,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4879,5,5,1304.813446,2.08,31,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4880,1,4,1304.813446,2.17,31,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4881,2,2,1304.813446,2.25,31,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4882,0,0,1304.813446,2.33,31,3428,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4883,1,4,1304.813446,2.08,31,4000,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4884,5,5,1304.813446,2.17,31,4000,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4885,1,4,1304.813446,2.08,31,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4886,1,4,1304.813446,2.08,31,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4887,2,2,1304.813446,2.08,31,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4888,0,2,1304.813446,2.17,31,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4889,5,5,1304.813446,2.25,31,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4890,1,1,1304.813446,2.17,31,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4891,4,4,1304.813446,2.17,31,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4892,4,0,1304.813446,2.17,31,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4893,0,2,1304.813446,2.17,31,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4894,2,5,1304.813446,2.17,31,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4895,5,5,1304.813446,2.17,31,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4896,5,3,1304.813446,2.17,31,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4897,1,4,1304.813446,2.25,31,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4898,2,2,1304.813446,2.25,31,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4899,2,5,1304.813446,2.33,31,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4900,2,5,1304.813446,2.33,31,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4901,1,1,1304.813446,2.42,31,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4902,2,2,1304.813446,2.67,31,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4903,5,3,1304.813446,2.08,31,4380,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4904,5,5,1304.813446,2.08,32,2482,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4905,2,2,1304.813446,2.25,32,2482,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4906,1,4,1304.813446,2.17,32,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4907,0,0,1304.813446,2.33,32,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4908,1,4,1304.813446,2.08,32,4000,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4909,5,5,1304.813446,2.17,32,4000,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4910,1,4,1304.813446,2.08,32,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4911,2,2,1304.813446,2.08,32,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4912,0,2,1304.813446,2.17,32,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4913,5,5,1304.813446,2.25,32,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4914,1,4,1304.813446,2.08,32,4210,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4915,3,1,1304.813446,2.17,32,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4916,1,1,1304.813446,2.17,32,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4917,4,4,1304.813446,2.17,32,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4918,4,0,1304.813446,2.17,32,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4919,0,2,1304.813446,2.17,32,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4920,2,5,1304.813446,2.17,32,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4921,5,5,1304.813446,2.17,32,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4922,1,4,1304.813446,2.25,32,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4923,1,4,1304.813446,2.25,32,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4924,2,2,1304.813446,2.25,32,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4925,2,5,1304.813446,2.33,32,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4926,2,5,1304.813446,2.33,32,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4927,1,1,1304.813446,2.42,32,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4928,2,2,1304.813446,2.67,32,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4929,5,5,1304.813446,2.17,32,5430,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4930,2,2,1304.813446,2.25,33,2482,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4931,1,4,1304.813446,2.17,33,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4932,0,0,1304.813446,2.33,33,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4933,5,5,1304.813446,2.08,33,3428,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4934,1,4,1304.813446,2.08,33,4000,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4935,1,4,1304.813446,2.08,33,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4936,1,4,1304.813446,2.08,33,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4937,2,2,1304.813446,2.08,33,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4938,0,2,1304.813446,2.17,33,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4939,5,5,1304.813446,2.25,33,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4940,5,3,1304.813446,2.08,33,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4941,4,4,1304.813446,2.17,33,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4942,4,0,1304.813446,2.17,33,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4943,0,2,1304.813446,2.17,33,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4944,2,5,1304.813446,2.17,33,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4945,5,5,1304.813446,2.17,33,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4946,1,4,1304.813446,2.25,33,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4947,2,2,1304.813446,2.25,33,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4948,2,5,1304.813446,2.33,33,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4949,2,5,1304.813446,2.33,33,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4950,1,1,1304.813446,2.42,33,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4951,2,2,1304.813446,2.67,33,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4952,5,5,1304.813446,2.17,33,4000,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4953,1,1,1304.813446,2.17,33,4432,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4954,1,4,1304.813446,2.17,34,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4955,2,2,1304.813446,2.25,34,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4956,5,5,1304.813446,2.08,34,3428,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4957,1,4,1304.813446,2.08,34,4000,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4958,1,4,1304.813446,2.08,34,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4959,1,4,1304.813446,2.08,34,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4960,2,2,1304.813446,2.08,34,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4961,0,2,1304.813446,2.17,34,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4962,5,5,1304.813446,2.25,34,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4963,3,1,1304.813446,2.17,34,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4964,4,4,1304.813446,2.17,34,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4965,0,2,1304.813446,2.17,34,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4966,5,5,1304.813446,2.17,34,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4967,1,4,1304.813446,2.25,34,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4968,1,4,1304.813446,2.25,34,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4969,2,2,1304.813446,2.25,34,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4970,2,5,1304.813446,2.33,34,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4971,1,1,1304.813446,2.42,34,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4972,2,2,1304.813446,2.67,34,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4973,5,5,1304.813446,2.17,34,4314,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4974,4,0,1304.813446,2.17,34,4380,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4975,2,5,1304.813446,2.17,34,4380,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4976,2,5,1304.813446,2.33,34,4380,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4977,1,1,1304.813446,2.17,34,4432,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4978,2,2,1304.813446,2.25,35,2482,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4979,5,5,1304.813446,2.08,35,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4980,1,4,1304.813446,2.17,35,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4981,0,0,1304.813446,2.33,35,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4982,1,4,1304.813446,2.08,35,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4983,1,4,1304.813446,2.08,35,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4984,2,2,1304.813446,2.08,35,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4985,0,2,1304.813446,2.17,35,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4986,5,5,1304.813446,2.25,35,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
4987,1,1,1304.813446,2.17,35,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4988,4,4,1304.813446,2.17,35,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4989,4,0,1304.813446,2.17,35,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4990,0,2,1304.813446,2.17,35,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4991,2,5,1304.813446,2.17,35,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4992,5,5,1304.813446,2.17,35,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4993,5,3,1304.813446,2.17,35,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4994,1,4,1304.813446,2.25,35,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4995,2,2,1304.813446,2.25,35,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4996,2,5,1304.813446,2.33,35,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4997,2,5,1304.813446,2.33,35,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4998,1,1,1304.813446,2.42,35,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
4999,2,2,1304.813446,2.67,35,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5000,1,4,1304.813446,2.08,35,4000,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5001,5,3,1304.813446,2.08,35,4380,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5002,5,5,1304.813446,2.17,35,4630,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5003,5,5,1304.813446,2.08,36,2482,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5004,2,2,1304.813446,2.25,36,2482,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5005,1,4,1304.813446,2.17,36,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5006,0,0,1304.813446,2.33,36,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5007,1,4,1304.813446,2.08,36,4000,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5008,1,4,1304.813446,2.08,36,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
5009,1,4,1304.813446,2.08,36,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
5010,2,2,1304.813446,2.08,36,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
5011,0,2,1304.813446,2.17,36,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
5012,5,5,1304.813446,2.25,36,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
5013,1,1,1304.813446,2.17,36,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5014,4,4,1304.813446,2.17,36,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5015,4,0,1304.813446,2.17,36,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5016,0,2,1304.813446,2.17,36,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5017,2,5,1304.813446,2.17,36,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5018,5,5,1304.813446,2.17,36,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5019,5,5,1304.813446,2.17,36,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5020,1,4,1304.813446,2.25,36,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5021,1,4,1304.813446,2.25,36,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5022,2,2,1304.813446,2.25,36,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5023,2,5,1304.813446,2.33,36,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5024,2,5,1304.813446,2.33,36,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5025,1,1,1304.813446,2.42,36,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5026,2,2,1304.813446,2.67,36,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5027,3,1,1304.813446,2.17,36,4380,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5028,5,5,1304.813446,2.17,36,4630,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5029,5,5,1304.813446,2.08,37,2482,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5030,2,2,1304.813446,2.25,37,2482,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5031,0,0,1304.813446,2.33,37,2482,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5032,1,4,1304.813446,2.17,37,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5033,1,4,1304.813446,2.08,37,4000,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5034,5,5,1304.813446,2.17,37,4000,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5035,1,4,1304.813446,2.08,37,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
5036,1,4,1304.813446,2.08,37,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
5037,2,2,1304.813446,2.08,37,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
5038,0,2,1304.813446,2.17,37,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
5039,5,5,1304.813446,2.25,37,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
5040,4,4,1304.813446,2.17,37,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5041,4,0,1304.813446,2.17,37,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5042,0,2,1304.813446,2.17,37,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5043,2,5,1304.813446,2.17,37,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5044,5,5,1304.813446,2.17,37,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5045,1,4,1304.813446,2.25,37,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5046,2,2,1304.813446,2.25,37,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5047,2,5,1304.813446,2.33,37,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5048,2,5,1304.813446,2.33,37,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5049,1,1,1304.813446,2.42,37,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5050,2,2,1304.813446,2.67,37,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5051,1,1,1304.813446,2.17,37,4432,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5052,1,4,1304.813446,2.17,38,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5053,2,2,1304.813446,2.25,38,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5054,0,0,1304.813446,2.33,38,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5055,5,5,1304.813446,2.08,38,3428,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5056,1,4,1304.813446,2.08,38,4000,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5057,5,5,1304.813446,2.17,38,4000,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5058,1,4,1304.813446,2.08,38,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
5059,1,4,1304.813446,2.08,38,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
5060,0,2,1304.813446,2.17,38,4210,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
5061,5,5,1304.813446,2.25,38,4210,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
5062,5,3,1304.813446,2.08,38,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5063,1,1,1304.813446,2.17,38,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5064,4,4,1304.813446,2.17,38,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5065,4,0,1304.813446,2.17,38,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5066,0,2,1304.813446,2.17,38,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5067,2,5,1304.813446,2.17,38,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5068,5,5,1304.813446,2.17,38,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5069,5,3,1304.813446,2.17,38,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5070,1,4,1304.813446,2.25,38,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5071,2,5,1304.813446,2.33,38,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5072,2,5,1304.813446,2.33,38,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5073,1,1,1304.813446,2.42,38,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5074,2,2,1304.813446,2.67,38,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5075,2,2,1304.813446,2.25,38,4380,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5076,2,2,1304.813446,2.08,38,8790,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
5077,5,5,1304.813446,2.08,39,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5078,1,4,1304.813446,2.17,39,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5079,2,2,1304.813446,2.25,39,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5080,0,0,1304.813446,2.33,39,2903,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5081,1,4,1304.813446,2.08,39,4000,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5082,5,5,1304.813446,2.17,39,4000,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5083,1,4,1304.813446,2.08,39,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
5084,1,4,1304.813446,2.08,39,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
5085,2,2,1304.813446,2.08,39,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
5086,0,2,1304.813446,2.17,39,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
5087,5,5,1304.813446,2.25,39,4000,39339998,11036108,598922,132932,1,0,0,0,0,1,0,0,1,0,0
5088,1,1,1304.813446,2.17,39,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5089,4,4,1304.813446,2.17,39,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5090,4,0,1304.813446,2.17,39,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5091,0,2,1304.813446,2.17,39,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5092,5,5,1304.813446,2.17,39,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5093,5,5,1304.813446,2.17,39,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5094,1,4,1304.813446,2.25,39,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5095,1,4,1304.813446,2.25,39,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5096,2,2,1304.813446,2.25,39,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5097,2,5,1304.813446,2.33,39,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
5098,2,5,1304.813446,2.33,39,3999,39339998,11036108,598922,132932,0,0,0,0,0,1,0,0,1,0,0
